"default","100777.java","1","588","default","107930.java","1","588"
"default","100438.java","1","12","selected","1545310.java","1","21"
"default","100438.java","1","12","selected","158712.java","1","14"
"default","100438.java","1","12","selected","2176030.java","1","14"
"default","100438.java","1","12","selected","221172.java","1","23"
"default","100438.java","1","12","selected","2256344.java","1","13"
"default","100438.java","1","12","selected","2280520.java","1","16"
"default","100438.java","1","12","selected","2292474.java","1","18"
"default","100438.java","1","12","selected","282638.java","1","20"
"default","100438.java","1","12","selected","348947.java","1","20"
"default","100438.java","1","12","selected","375388.java","1","15"
"default","100438.java","1","12","selected","550487.java","1","14"
"default","103325.java","1","135","default","105502.java","1","135"
"default","103325.java","1","135","default","116121.java","1","142"
"default","103325.java","1","135","default","23139.java","1","141"
"default","103325.java","1","135","default","24387.java","1","135"
"default","103325.java","1","135","default","24853.java","1","135"
"default","103325.java","1","135","default","60842.java","1","135"
"default","103325.java","1","135","default","78479.java","1","135"
"default","103325.java","1","135","default","82213.java","1","140"
"default","103325.java","1","135","default","86573.java","1","135"
"default","103325.java","1","135","selected","1016175.java","1","137"
"default","103325.java","1","135","selected","1051578.java","1","216"
"default","105502.java","1","135","default","116121.java","1","142"
"default","105502.java","1","135","default","23139.java","1","141"
"default","105502.java","1","135","default","24387.java","1","135"
"default","105502.java","1","135","default","24853.java","1","135"
"default","105502.java","1","135","default","60842.java","1","135"
"default","105502.java","1","135","default","78479.java","1","135"
"default","105502.java","1","135","default","82213.java","1","140"
"default","105502.java","1","135","default","86573.java","1","135"
"default","105502.java","1","135","selected","1016175.java","1","137"
"default","105502.java","1","135","selected","1051578.java","1","216"
"default","105727.java","1","13","default","61931.java","1","13"
"default","103325.java","1","135","selected","1403576.java","1","143"
"default","103325.java","1","135","selected","142598.java","1","143"
"default","105502.java","1","135","selected","1403576.java","1","143"
"default","105502.java","1","135","selected","142598.java","1","143"
"default","105502.java","1","135","selected","1549685.java","1","189"
"default","103325.java","1","135","selected","1549685.java","1","189"
"default","105502.java","1","135","selected","1718889.java","1","207"
"default","105502.java","1","135","selected","1788718.java","1","130"
"default","105502.java","1","135","selected","1898649.java","1","139"
"default","103325.java","1","135","selected","1718889.java","1","207"
"default","103325.java","1","135","selected","1788718.java","1","130"
"default","103325.java","1","135","selected","1898649.java","1","139"
"default","105502.java","1","135","selected","2192375.java","1","155"
"default","105502.java","1","135","selected","2389038.java","1","131"
"default","105502.java","1","135","selected","2431932.java","1","127"
"default","105502.java","1","135","selected","2493529.java","1","116"
"default","103325.java","1","135","selected","2192375.java","1","155"
"default","105502.java","1","135","selected","282674.java","1","142"
"default","105502.java","1","135","selected","430173.java","1","210"
"default","103325.java","1","135","selected","2389038.java","1","131"
"default","103325.java","1","135","selected","2431932.java","1","127"
"default","103325.java","1","135","selected","2493529.java","1","116"
"default","105502.java","1","135","selected","557701.java","1","175"
"default","105502.java","1","135","selected","63256.java","1","244"
"default","103325.java","1","135","selected","282674.java","1","142"
"default","103325.java","1","135","selected","430173.java","1","210"
"default","103325.java","1","135","selected","557701.java","1","175"
"default","103325.java","1","135","selected","63256.java","1","244"
"default","108525.java","1","462","default","111831.java","1","440"
"default","109551.java","1","266","default","84168.java","1","234"
"default","109551.java","1","266","default","89653.java","1","213"
"default","109551.java","1","266","default","99890.java","1","284"
"default","110165.java","1","42","selected","1683673.java","1","33"
"default","110253.java","1","34","default","23218.java","1","34"
"default","110165.java","1","42","selected","199723.java","1","34"
"default","110165.java","1","42","selected","2385612.java","1","40"
"default","108679.java","1","1138","default","19205.java","1","1493"
"default","108679.java","1","1138","default","29402.java","1","1138"
